,Unnamed: 0,Room Description,Guest Room Info,Room Description Expanded,gemini_roomtype_result,pred_text,match,gemini_otherattr_result,attrs,roomType,bedType,ratePlanInclusives,roomAmenities,mealPlan,roomView,taxesAndFees
10509,10509,"AAA AMERICAN AUTO ASSN|AAA CAA RATE, MEMBERSHIP CARD REQUIRED, DEPOSIT REQUIRED, ONE BEDROOM - LOFT, SUITE",Loft,"AAA AMERICAN AUTO ASSN|AAA CAA RATE, MEMBERSHIP CARD REQUIRED, DEPOSIT REQUIRED, ONE BEDROOM - LOFT, SUITE","candidates {
  content {
    role: ""model""
    parts {
      text: ""Loft,0.8\n""
    }
  }
  finish_reason: STOP
  avg_logprobs: -0.089005827903747559
}
usage_metadata {
  prompt_token_count: 349
  candidates_token_count: 6
  total_token_count: 355
}
model_version: ""gemini-1.5-flash-002""
",Loft,True,"candidates {
  content {
    role: ""model""
    parts {
      text: ""```json\n{\n  \""roomType\"": \""Loft\"",\n  \""bedType\"": \""Unknown\"",\n  \""ratePlanInclusives\"": [\n    \""Deposit Required\""\n  ],\n  \""roomAmenities\"": [],\n  \""mealPlan\"": \""Unknown\"",\n  \""roomView\"": \""Unknown\"",\n  \""taxesAndFees\"": \""Unknown\""\n}\n```\n""
    }
  }
  finish_reason: STOP
  safety_ratings {
    category: HARM_CATEGORY_HATE_SPEECH
    probability: NEGLIGIBLE
    probability_score: 0.117572024
    severity: HARM_SEVERITY_LOW
    severity_score: 0.224055812
  }
  safety_ratings {
    category: HARM_CATEGORY_DANGEROUS_CONTENT
    probability: NEGLIGIBLE
    probability_score: 0.0427222103
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.130285501
  }
  safety_ratings {
    category: HARM_CATEGORY_HARASSMENT
    probability: NEGLIGIBLE
    probability_score: 0.0815197825
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.182425365
  }
  safety_ratings {
    category: HARM_CATEGORY_SEXUALLY_EXPLICIT
    probability: NEGLIGIBLE
    probability_score: 0.0656049177
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.141281515
  }
  avg_logprobs: -0.0095606066286563866
}
usage_metadata {
  prompt_token_count: 4299
  candidates_token_count: 80
  total_token_count: 4379
}
model_version: ""gemini-1.5-flash-002""
","{'roomType': 'Loft', 'bedType': 'Unknown', 'ratePlanInclusives': 'Deposit Required', 'roomAmenities': '', 'mealPlan': 'Unknown', 'roomView': 'Unknown', 'taxesAndFees': 'Unknown'}",Loft,Unknown,Deposit Required,,Unknown,Unknown,Unknown
22026,22026,INTERNOVA  TRAVEL LEADERS|SUPERIOR SUITE WITH 1 DOUBLE BED,Superior Suite,INTERNOVA  TRAVEL LEADERS|SUPERIOR SUITE WITH 1 DOUBLE BED,"candidates {
  content {
    role: ""model""
    parts {
      text: ""Superior Suite,0.95\n""
    }
  }
  finish_reason: STOP
  avg_logprobs: -0.15535381436347961
}
usage_metadata {
  prompt_token_count: 340
  candidates_token_count: 8
  total_token_count: 348
}
model_version: ""gemini-1.5-flash-002""
",Superior Suite,True,"candidates {
  content {
    role: ""model""
    parts {
      text: ""```json\n{\n  \""roomType\"": \""Superior Suite\"",\n  \""bedType\"": \""Double/Full Bed\"",\n  \""ratePlanInclusives\"": [\n    \""Unknown\""\n  ],\n  \""roomAmenities\"": [\n    \""Unknown\""\n  ],\n  \""mealPlan\"": \""Unknown\"",\n  \""roomView\"": \""Unknown\"",\n  \""taxesAndFees\"": \""Unknown\""\n}\n```\n""
    }
  }
  finish_reason: STOP
  safety_ratings {
    category: HARM_CATEGORY_HATE_SPEECH
    probability: NEGLIGIBLE
    probability_score: 0.132964358
    severity: HARM_SEVERITY_LOW
    severity_score: 0.214691326
  }
  safety_ratings {
    category: HARM_CATEGORY_DANGEROUS_CONTENT
    probability: NEGLIGIBLE
    probability_score: 0.0460338742
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.117572024
  }
  safety_ratings {
    category: HARM_CATEGORY_HARASSMENT
    probability: NEGLIGIBLE
    probability_score: 0.0826974213
    severity: HARM_SEVERITY_LOW
    severity_score: 0.209469482
  }
  safety_ratings {
    category: HARM_CATEGORY_SEXUALLY_EXPLICIT
    probability: NEGLIGIBLE
    probability_score: 0.0792102143
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.195593983
  }
  avg_logprobs: -0.0026732306559007248
}
usage_metadata {
  prompt_token_count: 4290
  candidates_token_count: 91
  total_token_count: 4381
}
model_version: ""gemini-1.5-flash-002""
","{'roomType': 'Superior Suite', 'bedType': 'Double/Full Bed', 'ratePlanInclusives': 'Unknown', 'roomAmenities': 'Unknown', 'mealPlan': 'Unknown', 'roomView': 'Unknown', 'taxesAndFees': 'Unknown'}",Superior Suite,Double/Full Bed,Unknown,Unknown,Unknown,Unknown,Unknown
21048,21048,FLEXIBLE RATE|SUPERIOR TWIN,Superior Room,FLEXIBLE RATE|SUPERIOR TWIN,"candidates {
  content {
    role: ""model""
    parts {
      text: ""Superior Room,0.8\n""
    }
  }
  finish_reason: STOP
  avg_logprobs: -0.057129923786435811
}
usage_metadata {
  prompt_token_count: 333
  candidates_token_count: 7
  total_token_count: 340
}
model_version: ""gemini-1.5-flash-002""
",Superior Room,True,"candidates {
  content {
    role: ""model""
    parts {
      text: ""```json\n{\n  \""roomType\"": \""Superior Room\"",\n  \""bedType\"": \""Twin/Single Bed\"",\n  \""ratePlanInclusives\"": [\n    \""Unknown\""\n  ],\n  \""roomAmenities\"": [\n    \""Unknown\""\n  ],\n  \""mealPlan\"": \""Unknown\"",\n  \""roomView\"": \""Unknown\"",\n  \""taxesAndFees\"": \""Unknown\""\n}\n```\n""
    }
  }
  finish_reason: STOP
  safety_ratings {
    category: HARM_CATEGORY_HATE_SPEECH
    probability: NEGLIGIBLE
    probability_score: 0.119203046
    severity: HARM_SEVERITY_LOW
    severity_score: 0.222700268
  }
  safety_ratings {
    category: HARM_CATEGORY_DANGEROUS_CONTENT
    probability: NEGLIGIBLE
    probability_score: 0.0440186746
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.120025486
  }
  safety_ratings {
    category: HARM_CATEGORY_HARASSMENT
    probability: NEGLIGIBLE
    probability_score: 0.0792102143
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.176671848
  }
  safety_ratings {
    category: HARM_CATEGORY_SEXUALLY_EXPLICIT
    probability: NEGLIGIBLE
    probability_score: 0.0850991607
    severity: HARM_SEVERITY_LOW
    severity_score: 0.201813355
  }
  avg_logprobs: -0.011290235833807305
}
usage_metadata {
  prompt_token_count: 4283
  candidates_token_count: 91
  total_token_count: 4374
}
model_version: ""gemini-1.5-flash-002""
","{'roomType': 'Superior Room', 'bedType': 'Twin/Single Bed', 'ratePlanInclusives': 'Unknown', 'roomAmenities': 'Unknown', 'mealPlan': 'Unknown', 'roomView': 'Unknown', 'taxesAndFees': 'Unknown'}",Superior Room,Twin/Single Bed,Unknown,Unknown,Unknown,Unknown,Unknown
16327,16327,"BEST FLEXIBLE OFFER - BB -|COMFORT ROOM WITH FRENCH BED, 26 SQM",Comfort Room,"BEST FLEXIBLE OFFER - BB -|COMFORT ROOM WITH FRENCH BED, 26 SQM","candidates {
  content {
    role: ""model""
    parts {
      text: ""Comfort Room,0.95\n""
    }
  }
  finish_reason: STOP
  avg_logprobs: -0.00093967263819649816
}
usage_metadata {
  prompt_token_count: 345
  candidates_token_count: 8
  total_token_count: 353
}
model_version: ""gemini-1.5-flash-002""
",Comfort Room,True,"candidates {
  content {
    role: ""model""
    parts {
      text: ""```json\n{\n  \""roomType\"": \""Comfort Room\"",\n  \""bedType\"": \""Double/Full Bed\"",\n  \""ratePlanInclusives\"": [\n    \""Unknown\""\n  ],\n  \""roomAmenities\"": [],\n  \""mealPlan\"": \""Unknown\"",\n  \""roomView\"": \""Unknown\"",\n  \""taxesAndFees\"": \""Unknown\""\n}\n```\n""
    }
  }
  finish_reason: STOP
  safety_ratings {
    category: HARM_CATEGORY_HATE_SPEECH
    probability: NEGLIGIBLE
    probability_score: 0.0953494832
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.19930841
  }
  safety_ratings {
    category: HARM_CATEGORY_DANGEROUS_CONTENT
    probability: NEGLIGIBLE
    probability_score: 0.0362200849
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.103748769
  }
  safety_ratings {
    category: HARM_CATEGORY_HARASSMENT
    probability: NEGLIGIBLE
    probability_score: 0.0618759878
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.182425365
  }
  safety_ratings {
    category: HARM_CATEGORY_SEXUALLY_EXPLICIT
    probability: NEGLIGIBLE
    probability_score: 0.0838904828
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.155078605
  }
  avg_logprobs: -0.0042086864810392081
}
usage_metadata {
  prompt_token_count: 4295
  candidates_token_count: 83
  total_token_count: 4378
}
model_version: ""gemini-1.5-flash-002""
","{'roomType': 'Comfort Room', 'bedType': 'Double/Full Bed', 'ratePlanInclusives': 'Unknown', 'roomAmenities': '', 'mealPlan': 'Unknown', 'roomView': 'Unknown', 'taxesAndFees': 'Unknown'}",Comfort Room,Double/Full Bed,Unknown,,Unknown,Unknown,Unknown
3263,3263,ACCENTURE|DOUBLE ROOM - 24SQM - 258SQFT - KING BED - FREE WLAN - AIR CONDITIONING - SAFE - SLEEPS 2,Double Bed,ACCENTURE|DOUBLE ROOM - 24SQM - 258SQFT - KING BED - FREE WLAN - AIR CONDITIONING - SAFE - SLEEPS 2,"candidates {
  content {
    role: ""model""
    parts {
      text: ""Double Room,1.0\n""
    }
  }
  finish_reason: STOP
  avg_logprobs: -0.037788250616618564
}
usage_metadata {
  prompt_token_count: 361
  candidates_token_count: 7
  total_token_count: 368
}
model_version: ""gemini-1.5-flash-002""
",Double Room,False,"candidates {
  content {
    role: ""model""
    parts {
      text: ""```json\n{\n  \""roomType\"": \""Double Room\"",\n  \""bedType\"": \""King Bed\"",\n  \""ratePlanInclusives\"": [\n    \""Air conditioning\"",\n    \""Wireless internet connection\""\n  ],\n  \""roomAmenities\"": [\n    \""Air conditioning\"",\n    \""Wireless internet connection\"",\n    \""Safe\""\n  ],\n  \""mealPlan\"": \""Unknown\"",\n  \""roomView\"": \""Unknown\"",\n  \""taxesAndFees\"": \""Unknown\""\n}\n```\n""
    }
  }
  finish_reason: STOP
  safety_ratings {
    category: HARM_CATEGORY_HATE_SPEECH
    probability: NEGLIGIBLE
    probability_score: 0.120853223
    severity: HARM_SEVERITY_LOW
    severity_score: 0.203074887
  }
  safety_ratings {
    category: HARM_CATEGORY_DANGEROUS_CONTENT
    probability: NEGLIGIBLE
    probability_score: 0.0558232591
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.138462037
  }
  safety_ratings {
    category: HARM_CATEGORY_HARASSMENT
    probability: NEGLIGIBLE
    probability_score: 0.0953494832
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.156104967
  }
  safety_ratings {
    category: HARM_CATEGORY_SEXUALLY_EXPLICIT
    probability: NEGLIGIBLE
    probability_score: 0.0685376
    severity: HARM_SEVERITY_LOW
    severity_score: 0.204342186
  }
  avg_logprobs: -0.0062045525420795786
}
usage_metadata {
  prompt_token_count: 4311
  candidates_token_count: 110
  total_token_count: 4421
}
model_version: ""gemini-1.5-flash-002""
","{'roomType': 'Double Room', 'bedType': 'King Bed', 'ratePlanInclusives': 'Air conditioning, Wireless internet connection', 'roomAmenities': 'Air conditioning, Wireless internet connection, Safe', 'mealPlan': 'Unknown', 'roomView': 'Unknown', 'taxesAndFees': 'Unknown'}",Double Room,King Bed,"Air conditioning, Wireless internet connection","Air conditioning, Wireless internet connection, Safe",Unknown,Unknown,Unknown
12284,12284,VIRTUOSO|CRESCENT BUNGALOW SUITE-1KING-GARDEN VIEW FIREPLACE-PORCH-COMP WIFI-1180SQFT 110SQM,Bungalow,VIRTUOSO|CRESCENT BUNGALOW SUITE-1KING-GARDEN VIEW FIREPLACE-PORCH-COMP WIFI-1180SQFT 110SQM,"candidates {
  content {
    role: ""model""
    parts {
      text: ""Bungalow,0.9\n""
    }
  }
  finish_reason: STOP
  avg_logprobs: -0.281883920942034
}
usage_metadata {
  prompt_token_count: 365
  candidates_token_count: 7
  total_token_count: 372
}
model_version: ""gemini-1.5-flash-002""
",Bungalow,True,"candidates {
  content {
    role: ""model""
    parts {
      text: ""```json\n{\n  \""roomType\"": \""Suite\"",\n  \""bedType\"": \""King Bed\"",\n  \""ratePlanInclusives\"": [\n    \""Complimentary wireless internet\""\n  ],\n  \""roomAmenities\"": [\n    \""Fireplace\"",\n    \""Wireless internet connection\""\n  ],\n  \""mealPlan\"": \""Unknown\"",\n  \""roomView\"": \""Garden view\"",\n  \""taxesAndFees\"": \""Unknown\""\n}\n```\n""
    }
  }
  finish_reason: STOP
  safety_ratings {
    category: HARM_CATEGORY_HATE_SPEECH
    probability: NEGLIGIBLE
    probability_score: 0.137532875
    severity: HARM_SEVERITY_LOW
    severity_score: 0.225417078
  }
  safety_ratings {
    category: HARM_CATEGORY_DANGEROUS_CONTENT
    probability: NEGLIGIBLE
    probability_score: 0.0550053902
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.152032331
  }
  safety_ratings {
    category: HARM_CATEGORY_HARASSMENT
    probability: NEGLIGIBLE
    probability_score: 0.0888204128
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.17106095
  }
  safety_ratings {
    category: HARM_CATEGORY_SEXUALLY_EXPLICIT
    probability: NEGLIGIBLE
    probability_score: 0.0747700408
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.193147466
  }
  avg_logprobs: -0.0077684122323989869
}
usage_metadata {
  prompt_token_count: 4315
  candidates_token_count: 100
  total_token_count: 4415
}
model_version: ""gemini-1.5-flash-002""
","{'roomType': 'Suite', 'bedType': 'King Bed', 'ratePlanInclusives': 'Complimentary wireless internet', 'roomAmenities': 'Fireplace, Wireless internet connection', 'mealPlan': 'Unknown', 'roomView': 'Garden view', 'taxesAndFees': 'Unknown'}",Suite,King Bed,Complimentary wireless internet,"Fireplace, Wireless internet connection",Unknown,Garden view,Unknown
20178,20178,BREAKFAST FOR 2 ADULTS FULL|STANDARD ROOM WHEN YOU ARRIVE AT THE HOTEL WE WILL DO OUR BEST TO MEET YOUR BED TYPE PREFERENCES. THESE ARE SUBJECT TO,Standard Room,BREAKFAST FOR 2 ADULTS FULL|STANDARD ROOM WHEN YOU ARRIVE AT THE HOTEL WE WILL DO OUR BEST TO MEET YOUR BED TYPE PREFERENCES. THESE ARE SUBJECT TO,"candidates {
  content {
    role: ""model""
    parts {
      text: ""Standard Room,0.95\n""
    }
  }
  finish_reason: STOP
  avg_logprobs: -0.0029224525205790997
}
usage_metadata {
  prompt_token_count: 360
  candidates_token_count: 8
  total_token_count: 368
}
model_version: ""gemini-1.5-flash-002""
",Standard Room,True,"candidates {
  content {
    role: ""model""
    parts {
      text: ""```json\n{\n  \""roomType\"": \""Standard Guest Room\"",\n  \""bedType\"": \""Unknown\"",\n  \""ratePlanInclusives\"": [\n    \""Breakfast\""\n  ],\n  \""roomAmenities\"": [],\n  \""mealPlan\"": \""Breakfast\"",\n  \""roomView\"": \""Unknown\"",\n  \""taxesAndFees\"": \""Unknown\""\n}\n```\n""
    }
  }
  finish_reason: STOP
  safety_ratings {
    category: HARM_CATEGORY_HATE_SPEECH
    probability: NEGLIGIBLE
    probability_score: 0.119203046
    severity: HARM_SEVERITY_LOW
    severity_score: 0.225417078
  }
  safety_ratings {
    category: HARM_CATEGORY_DANGEROUS_CONTENT
    probability: NEGLIGIBLE
    probability_score: 0.0402380042
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.121685848
  }
  safety_ratings {
    category: HARM_CATEGORY_HARASSMENT
    probability: NEGLIGIBLE
    probability_score: 0.0826974213
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.180106699
  }
  safety_ratings {
    category: HARM_CATEGORY_SEXUALLY_EXPLICIT
    probability: NEGLIGIBLE
    probability_score: 0.0826974213
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.131173313
  }
  avg_logprobs: -0.00094673331872916519
}
usage_metadata {
  prompt_token_count: 4310
  candidates_token_count: 81
  total_token_count: 4391
}
model_version: ""gemini-1.5-flash-002""
","{'roomType': 'Standard Guest Room', 'bedType': 'Unknown', 'ratePlanInclusives': 'Breakfast', 'roomAmenities': '', 'mealPlan': 'Breakfast', 'roomView': 'Unknown', 'taxesAndFees': 'Unknown'}",Standard Guest Room,Unknown,Breakfast,,Breakfast,Unknown,Unknown
14540,14540,LUXURY GETAWAY AND VALET|CLUB KING-NONSM-516 SQFT.1 KING SIZE BED.FREE WIFI. 55-IN TV.BOSE STEREO.INCLUDES CLUB ACCESS,Executive/Club Room,LUXURY GETAWAY AND VALET|CLUB KING-NONSM-516 SQFT.1 KING SIZE BED.FREE WIFI. 55-IN TV.BOSE STEREO.INCLUDES CLUB ACCESSIBLE,"candidates {
  content {
    role: ""model""
    parts {
      text: ""King Bedroom,0.8\n""
    }
  }
  finish_reason: STOP
  avg_logprobs: -6.7883765690826946e-05
}
usage_metadata {
  prompt_token_count: 369
  candidates_token_count: 7
  total_token_count: 376
}
model_version: ""gemini-1.5-flash-002""
",King Bedroom,False,"candidates {
  content {
    role: ""model""
    parts {
      text: ""```json\n{\n  \""roomType\"": \""King Bedroom\"",\n  \""bedType\"": \""King Bed\"",\n  \""ratePlanInclusives\"": [\n    \""Free WIFI\"",\n    \""Club Access\""\n  ],\n  \""roomAmenities\"": [\n    \""55-inch TV\"",\n    \""Bose Stereo\""\n  ],\n  \""mealPlan\"": \""Unknown\"",\n  \""roomView\"": \""Unknown\"",\n  \""taxesAndFees\"": \""Unknown\""\n}\n```\n""
    }
  }
  finish_reason: STOP
  safety_ratings {
    category: HARM_CATEGORY_HATE_SPEECH
    probability: NEGLIGIBLE
    probability_score: 0.120853223
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.19193311
  }
  safety_ratings {
    category: HARM_CATEGORY_DANGEROUS_CONTENT
    probability: NEGLIGIBLE
    probability_score: 0.0510828122
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.163445756
  }
  safety_ratings {
    category: HARM_CATEGORY_HARASSMENT
    probability: NEGLIGIBLE
    probability_score: 0.0792102143
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.142232075
  }
  safety_ratings {
    category: HARM_CATEGORY_SEXUALLY_EXPLICIT
    probability: NEGLIGIBLE
    probability_score: 0.0838904828
    severity: HARM_SEVERITY_NEGLIGIBLE
    severity_score: 0.187132955
  }
  avg_logprobs: -0.0074639865812265649
}
usage_metadata {
  prompt_token_count: 4319
  candidates_token_count: 106
  total_token_count: 4425
}
model_version: ""gemini-1.5-flash-002""
","{'roomType': 'King Bedroom', 'bedType': 'King Bed', 'ratePlanInclusives': 'Free WIFI, Club Access', 'roomAmenities': '55-inch TV, Bose Stereo', 'mealPlan': 'Unknown', 'roomView': 'Unknown', 'taxesAndFees': 'Unknown'}",King Bedroom,King Bed,"Free WIFI, Club Access","55-inch TV, Bose Stereo",Unknown,Unknown,Unknown
16135,16135,"REGULAR RATE|FLEXIBLE RATE, CLASSIC, GUEST ROOM, 1 KING, HISTORIC WING",Classic Room,"REGULAR RATE|FLEXIBLE RATE, CLASSIC, GUEST ROOM, 1 KING, HISTORIC WING",,,False,,{},,,,,,,
11448,11448,"AAA WEEKDAY|AAA CAA RATE, MEMBERSHIP CARD REQUIRED, GUEST ROOM, 1 KING",Guest Room,"AAA WEEKDAY|AAA CAA RATE, MEMBERSHIP CARD REQUIRED, GUEST ROOM, 1 KING",,,False,,{},,,,,,,
30265,30265,MRATE AVAIL FLEXIBLE RATE|THE HOTEL DOES NOT ACCEPT CHECK. LUXURY SUITE WITH 1 DOUBLE BED,Luxury Suite,MRATE AVAIL FLEXIBLE RATE|THE HOTEL DOES NOT ACCEPT CHECK. LUXURY SUITE WITH 1 DOUBLE BED,,,False,,{},,,,,,,
26175,26175,SAVE 15 PCT OFF PRESIDENTIAL S|PRESIDENTIAL STE: 1 BEDROOM/LIVING RM/KITCHEN,Presidential Suite,SAVE 15 PCT OFF PRESIDENTIAL S|PRESIDENTIAL SUITE: 1 BEDROOM/LIVING ROOM/KITCHEN,,,False,,{},,,,,,,
26277,26277,WIN|REFURBISHED SUPERIOR SINGLE ROOM WITH AC SINGLE BED FREE HIGH SPEED WIFI FREE WATER WIN INCL BRFKST WIFI GYM 10PCT OFF BAR 10PCT COMM,Single Room,WIN|REFURBISHED SUPERIOR SINGLE ROOM WITH AC SINGLE BED FREE HIGH SPEED WIFI FREE WATER WIN INCL BRFKST WIFI GYM 10PCT OFF BAR 10PCT COMM,,,False,,{},,,,,,,
18254,18254,"BOOK NOW, PAY LATER|1 KING BED DELUXE SUITE NON SMOKING UNWIND IN OUR COMFORTABLE 65 SQM SUITE WITH MEDIA HUB ERGONOMIC WORK AREA",Deluxe Suite,"BOOK NOW, PAY LATER|1 KING BED DELUXE SUITE NON SMOKING UNWIND IN OUR COMFORTABLE 65 SQM SUITE WITH MEDIA HUB ERGONOMIC WORK AREA",,,False,,{},,,,,,,
896,896,DINE AND UNWIND|1 KING MOBILITY ACCESSIBLE W/ROLL IN SHOWER COMP WIFI- BED WITH ADJUSTABLE FIRMNESS DIAL,Accessible Room,DINE AND UNWIND|1 KING MOBILITY ACCESSIBLE WITHROLL IN SHOWER COMP WIFI- BED WITH ADJUSTABLE FIRMNESS DIAL,,,False,,{},,,,,,,
24725,24725,READY.SET.TRAVEL|CLASSIC SUITE  ONE BEDROOM KING    FLOOR 4 610 SQFT 57 SQM   PRIVATE FURNISHED BALCONY,Classic Suite,READY.SET.TRAVEL|CLASSIC SUITE  ONE BEDROOM KING    FLOOR 4 610 SQFT 57 SQM   PRIVATE FURNISHED BALCONY,,,False,,{},,,,,,,
21880,21880,"CWT|SUPERIOR SUITE ENJOY 1,200 SQ. FT. OF PURE LUXURY OVERLOOKING THE FORT POINT CHANNEL. ENJOY A WELCOME GIFT.",Superior Suite,"CWT|SUPERIOR SUITE ENJOY 1,200 SQ. FT. OF PURE LUXURY OVERLOOKING THE FORT POINT CHANNEL. ENJOY A WELCOME GIFT.",,,False,,{},,,,,,,
15286,15286,FLEXIBLE RATE|1 KING EXECUTIVE FLOOR SHOWER ONLY CITY VIEW INCL WIFI EXEC LOUNGE ACCESS ROBES TOP FLOOR,Executive/Club Room,FLEXIBLE RATE|1 KING EXECUTIVE FLOOR SHOWER ONLY CITY VIEW INCL WIFI EXECUTIVE LOUNGE ACCESSIBLE ROBES TOP FLOOR,,,False,,{},,,,,,,
22509,22509,"SENIOR DISCOUNT|1 KING BED SUPERIOR SUITE WEST BUILDING UPPER FLOOR NSMK WITH FREE WIFI, FREE BREAKFAST, SOFA",Superior Suite,"SENIOR DISCOUNT|1 KING BED SUPERIOR SUITE WEST BUILDING UPPER FLOOR NON SMOKING WITH FREE WIFI, FREE BREAKFAST, SOFA",,,False,,{},,,,,,,
21134,21134,BED AND BREAKFAST|SUPERIOR ROOM-1 KING BED-CITY VIEW-LARGE WORKDESK - 60SQM 646SQF,Superior Room,BED AND BREAKFAST|SUPERIOR ROOM-1 KING BED-CITY VIEW-LARGE WORKDESK - 60SQM 646SQF,,,False,,{},,,,,,,
26398,26398,"DINNER BED AND BKFST FULLY|FLEXIBLE RATE INCLUDES BREAKFAST AND THREE SINGLE ROOM SMOKING ELEGANCY WITH COMFORT AND RELAXATION 24 SQM ROOM FEATURING ONE BED, WORKING DESK WITH COMPLIMENTARY",Single Room,"DINNER BED AND BKFST FULLY|FLEXIBLE RATE INCLUDES BREAKFAST AND THREE SINGLE ROOM SMOKING ELEGANCY WITH COMFORT AND RELAXATION 24 SQM ROOM FEATURING ONE BED, WORKING DESK WITH COMPLIMENTARY",,,False,,{},,,,,,,
210,210,"BEST AVAILABLE RATE FLEXIBLE|2 QUEEN ACCESSIBLE ROOM NSMK WITH FREE WIFI, FREE BUFFET BREAKFAST, ACCESSIBLE BATHROOM",Accessible Room,"BEST AVAILABLE RATE FLEXIBLE|2 QUEEN ACCESSIBLE ROOM NON SMOKING WITH FREE WIFI, FREE BUFFET BREAKFAST, ACCESSIBLE BATHROOM",,,False,,{},,,,,,,
15746,15746,BED AND BREAKFAST|GRAND CLASSIC KING-450SQFT-BACCARAT FIXTURES LUX MASCIONI LINENS-ROUGE 540 AMENITIES-WIFI,Classic Room,BED AND BREAKFAST|GRAND CLASSIC KING-450SQFT-BACCARAT FIXTURES LUX MASCIONI LINENS-ROUGE 540 AMENITIES-WIFI,,,False,,{},,,,,,,
27980,27980,BREAKFAST FOR 2 ADULTS FULL|BREAKFAST DAILY FOR UP TO TWO ADULTS SHARING A 1 KING BED CABANA WHIRLPOOL SUITE NOSMKG 600 SQ.FT.SUITE OVERLOOKING COURTYARD SPACIOUS BATHROOM WITH WHIRLPOOL TUB,Cabana,BREAKFAST FOR 2 ADULTS FULL|BREAKFAST DAILY FOR UP TO TWO ADULTS SHARING A 1 KING BED CABANA WHIRLPOOL SUITE NOSMKG 600 SQ.FT.SUITE OVERLOOKING COURTYARD SPACIOUS BATHROOM WITH WHIRLPOOL TUB,,,False,,{},,,,,,,
14704,14704,FLEXIBLE RATE|2 QUEEN BEDS EXECUTIVE 1 BEDROOM SUITE SEPERATE PARLOR WITH SOFA BED,Executive/Club Room,FLEXIBLE RATE|2 QUEEN BEDS EXECUTIVE 1 BEDROOM SUITE SEPERATE PARLOR WITH SOFA BED,,,False,,{},,,,,,,
20525,20525,BEST AVAILABLE RATE|STANDARD ROOM-ACCESSIBLE-1K-NON-SMOKING,Standard Room,BEST AVAILABLE RATE|STANDARD ROOM-ACCESSIBLE-1K-NON-SMOKING,,,False,,{},,,,,,,
9300,9300,BEST AVAILABLE RATE|TWO BEDROOM COTTAGE - 720 SQ FT- KING BED 2 QUEEN BEDS- 2 BATHS - SOFA SLEEPER - GARDEN,Cottage,BEST AVAILABLE RATE|TWO BEDROOM COTTAGE - 720 SQ FT- KING BED 2 QUEEN BEDS- 2 BATHS - SOFA SLEEPER - GARDEN,,,False,,{},,,,,,,
4341,4341,AAA SPECIAL|BRONZE KING ROOM-1 KING BED-250 SQ FT-FREE WIFI SMART 40 INCH TV-DELUXE BATHROOM AMENITIES-,King Bedroom,AAA SPECIAL|BRONZE KING ROOM-1 KING BED-250 SQ FT-FREE WIFI SMART 40 INCH TV-DELUXE BATHROOM AMENITIES-,,,False,,{},,,,,,,
26812,26812,EXXONMOBIL|ECONOMY PETITE SINGLE ROOM 1 TWIN BED 90 SQ FT,Single Room,EXXONMOBIL|ECONOMY PETITE SINGLE ROOM 1 TWIN BED 90 SQ FT,,,False,,{},,,,,,,
11285,11285,"MEMBR PREPAY NONREF|SEE RATE DETAILS, CITY VIEW, GUEST ROOM, 2 QUEEN",Guest Room,"MEMBR PREPAY NONREF|SEE RATE DETAILS, CITY VIEW, GUEST ROOM, 2 QUEEN",,,False,,{},,,,,,,
491,491,STANDARD RATE|KING BED-ACCESSIBLE-NON-SMOKING,Accessible Room,STANDARD RATE|KING BED-ACCESSIBLE-NON-SMOKING,,,False,,{},,,,,,,
